Movie,Critic,Rating,Source,Review,Date
Harriet,Jack Blackwell,fresh,One Room With A View,"If any true-life figure deserves the superhero movie treatment, it's Harriet Tubman, and [Cynthia] Erivo more than does her story justice. It's just a shame that the script and style can't always keep up.","October 7, 2019"
Harriet,Doug Jamieson,fresh,The Jam Report,"There's a wonderful film hiding within 'Harriet,' but it's consumed by a lacklustre screenplay and muddled construction that fails to truly capture who this woman really was.","September 29, 2019"
Harriet,Carey-Ann Pawsey,rotten,Orca Sound,"As a social ""event"" this film is a triumph, but purely as a film it was lacking.","September 26, 2019"
Harriet,Robert Daniels,fresh,RogerEbert.com,"Lemmons' film isn't more than a star vehicle for Erivo. Which isn't a failure, but it flies far beneath the heights of what could have been.","September 23, 2019"
Harriet,Rendy Jones,rotten,Rendy Reviews,Harriet suffers from an egregiously formulaic script that restricts it to conventional storytelling and never delivers the impactful significance of the figure it's based on.,"September 19, 2019"
Harriet,Sarah Hagi,fresh,The Muse/Jezebel,"While it doesn't adequately display the talents of the criminally underrated Kasi Lemmons or Cynthia Erivo, people are finally getting to see Tubman in a real way.","September 19, 2019"
Harriet,Andrea Thompson,rotten,The Spool,Harriet feels like a wading pool of a movie that never leaves safe waters.,"September 17, 2019"
Harriet,Dwight Brown,fresh,National Newspaper Publishers Association,"Cynthia Erivo plays ""Minty"" with conviction.","September 16, 2019"
Harriet,Ferdosa Abdi,fresh,Geeks of Color,"There are many layers to the story that one singular film cannot possibly contain, and Lemmons does fine work focusing on capturing Harriet's unwavering spirit and faith.","September 16, 2019"
Harriet,Nick Johnston,rotten,Vanyaland,"Formulaic and stogy, it smothers a solid performance by Cynthia Erivo as the lead.","September 16, 2019"
Harriet,Shane Slater,rotten,AwardsCircuit.com,This underwhelming drama fails to truly capture the awe-inspiring efforts of its extraordinary heroine,"September 15, 2019"
Harriet,Jake Cole,rotten,Slant Magazine,Portraying Tubman above all else as a vessel for a higher power ironically only makes her appear less tangible.,"September 15, 2019"
Harriet,Daniel Martnez Mantilla,rotten,Fotogramas,Cynthia Erivo shines in a disappointing film. [Full Review in Spanish],"September 13, 2019"
Harriet,Scott Menzel,rotten,We Live Entertainment,Not enough time is spent showcasing the life or achievements that Harriet Tubman fought so hard to get.,"September 13, 2019"
Harriet,Dustin Chase,rotten,Texas Art & Film,"Good Intentions can't free Harriet from its confining, generic delivery.","September 13, 2019"
Harriet,Sarah Marrs,fresh,Lainey Gossip,"Harriet is a solid, if formulaic, biopic.","September 12, 2019"
Harriet,K. Austin Collins,fresh,Vanity Fair,A vaster and in many ways wilder film than it will get credit for.,"September 12, 2019"
Harriet,Jordan Ruimy,rotten,The Playlist,"""Harriet"" feels pat and uninvolving.","September 12, 2019"
Harriet,Katie Goh,rotten,Little White Lies,It's a disappointing and formulaic portrait. Erivo - and Harriet Tubman - deserve a better vehicle.,"September 12, 2019"
Harriet,Matt Goldberg,rotten,Collider,Kasi Lemmons' movie only provides a surface level look at the iconic liberator.,"September 11, 2019"
Harriet,Meredith Borders,fresh,Slashfilm,"Cynthia Erivo gives an incredible turn, and while the film it's in doesn't quite match it, her performance alone would be enough to make HARRIET mandatory viewing.","September 11, 2019"
Harriet,Danielle Solzman,fresh,Solzy at the Movies,"While Cynthia Erivo delivers a commanding performance in Harriet, the film also serves as a stark reminder of a dark time in American history.","September 11, 2019"
Harriet,Leah Greenblatt,fresh,Entertainment Weekly,"An impassioned, edifying portrait of a remarkable life, and a fitting showcase for the considerable talents of its star, Tony-winning British actress Cynthia Erivo.","September 11, 2019"
Harriet,Sara Stewart,fresh,New York Post,What better entry point for learning about one of America's real-life superheroes than this bravura performance from Erivo?,"September 11, 2019"
Harriet,Monica Castillo,rotten,TheWrap,"A disappointingly standard biopic, one whose technical flaws and paint-by-numbers clichs threaten to overshadow its subject's compelling story.","September 11, 2019"
Harriet,Carla Renata,fresh,The Curvy Film Critic,Cynthia Erivo is a star and crushes every single second she inhabits on the screen in Harriet. Harriet is a film about freedom and what happens when your sheer will and courage overcome fear. Step into history with Harriet and see this for her!,"September 11, 2019"
Harriet,Peter Bradshaw,fresh,Guardian,"History, heroism and leadership are the stuff of Kasi Lemmons' rousing and heartfelt film about the life and times of Harriet Tubman, the Spartacus of the American south.","September 11, 2019"
Harriet,Chaka V. Grier,fresh,NOW Toronto,"Erivo strikingly embodies all of Tubman's stages to glory, from enslaved-yet-defiant young woman, to bold survivor and commanding leader. It's a moving performance that lingers long after the film is over and will leave many feeling empowered.","September 11, 2019"
Harriet,Eric Kohn,fresh,indieWire,Lemmons' straightforward narrative style foregrounds its purpose - to translate Tubman's heroism into cinematic terms - and the emotional coda pulls it off.,"September 11, 2019"
Harriet,Allan Hunter,fresh,Screen International,A thoughtful biopic that grows more involving the more it shrugs off its tendency towards the reverential.,"September 11, 2019"
Harriet,Owen Gleiberman,fresh,Variety,"""Harriet"" is nothing if not a dutiful and eye-opening salute. But it still leaves you feeling that the great movie about Harriet Tubman has yet to be made.","September 11, 2019"
Harriet,David Rooney,fresh,Hollywood Reporter,"If the movie doesn't escape the hagiographic trap of the reverent biopic, it nonetheless will move audiences with a taste for large-canvas inspirational drama.","September 11, 2019"
Harriet,J. Don Birnam,fresh,Splash Report,Cynthia Erivo's nuanced performance elevates this straightforward but compelling biopic of a great American hero,"September 11, 2019"
Zombieland: Double Tap,Andrew Kendall,fresh,Stabroek News,"Double Tap is familiar and treads well-worn ground, but it's real and earnest fun.","November 16, 2019"
Zombieland: Double Tap,Robert Roten,fresh,Laramie Movie Scope,"This movie is over plotted, but the characters are engaging, and that makes them worth following.","November 15, 2019"
Zombieland: Double Tap,Quinton Roberts,fresh,Pop Culture Leftovers,Double Tap really came out of nowhere but it kept the energy that the first one had. Is it better? That's a hard question because it feels like this one is on the same level. A true continuation of a story.,"November 14, 2019"
Zombieland: Double Tap,Mark Jackson,fresh,Epoch Times,We're living in the actual zombie apocalypse. People with their faces sucked down their phones and legions of oxy addicts are sho' nuff zombies. Demons are collaborating to waylay our souls and chew our faces off. But it's good to laugh at zombies ...,"November 10, 2019"
Zombieland: Double Tap,Luther de Lange,fresh,Independent Online (South Africa),The film keeps the feel of the original from from start to finish and has humorous and entertaining moments throughout.,"November 8, 2019"
Zombieland: Double Tap,Fausto Fernandez,fresh,Fotogramas,"Ruben Fleischer once again gives us a little bit of everything without worrying too much about anything: boorish humor, inoffensive gore, sitcom dialogue, and a poignant predictability. [Full Review in Spanish]","November 7, 2019"
Zombieland: Double Tap,Katey Stoetzel,fresh,The Young Folks,"With some entertaining action set pieces and a level of self-awareness that helps give it a leg to stand on, Zombieland Double Tap mostly works.","November 6, 2019"
Zombieland: Double Tap,Carlos Del Ro,fresh,Cine Premiere,The laughter is simply irresistible when you have a black and sharp humor around creatures as scary as zombies. [Full review in Spanish],"November 6, 2019"
Zombieland: Double Tap,Carolyn Mauricette,fresh,Cinema Axis,"The plot is not rocket science by any means and the film features borderline frat boy (read eyeroll) humor; but it also has loads of energy, splatter and warp speed laughs. There wasn't a beat to be missed.","November 5, 2019"
Zombieland: Double Tap,Tim Brayton,fresh,Alternate Ending,"A bit flimsy in a lot of ways, but it has a backbone of iron in the form of its cast.","November 5, 2019"
Zombieland: Double Tap,Kevin A. Ranson,fresh,MovieCrypt.com,"While Double Tap doubles down on farce, it feels like meeting up with an old friend you've lost touch with as if no time has passed... but equally like there's no urgency to schedule a visit.","November 4, 2019"
Zombieland: Double Tap,Rafael Rosales Santos,rotten,Konexin,Zombieland: Double Tap is more of the same... It doesn't take a risk or surprise you. [Full Review in Spanish],"November 4, 2019"
Zombieland: Double Tap,Edward Johnson-Ott,fresh,NUVO Newsweekly,"I really enjoy watching these characters doing whatever they're doing, even when they're not doing much of anything at all.","November 1, 2019"
Zombieland: Double Tap,Donovan Farley,fresh,Willamette Week,"Double Tap's success hinges on the audience's enjoyment of this nonstop humor, and most of the quips are delightful enough to help the movie stand out when compared to more serious zombie fare.","November 1, 2019"
Zombieland: Double Tap,John Lui,rotten,The Straits Times (Singapore),"Lazy writing, made worse by the lip service paid to the idea of growth, both in the leading four characters and their antagonists, the zombies, when in fact, nothing in the story matters.","November 1, 2019"
Zombieland: Double Tap,S. Indra Sathiabalan,fresh,The Sun Daily (Malaysia),"The movie is just a little over 90 minutes long, and it is a fun ride all the way. The chemistry between the original cast is there, but [Abigail] Breslin has less to do in this movie than she did in the first one.","November 1, 2019"
Zombieland: Double Tap,Jonathan Roberts,rotten,The New Paper (Singapore),"Double Tap is not terrible, but it's not what it could be.","October 30, 2019"
Zombieland: Double Tap,Maria Lattila,fresh,Film Inquiry,"Maybe Double Tap doesn't need to reinvent the wheel it's trying to run over zombies with, but it can just be a nice stroll down memory lane, revisiting some old friends and killing some more zombies. In conclusion, it's a bloody good time.","October 30, 2019"
